# Species	Genes	Alg.-Conn.	Ht-clean.faa	Pb-clean.faa	Pc-clean.faa	Pf-clean.faa	Pk-clean.faa	Pv-clean.faa	Py-clean.faa	Tg-clean.faa
7	7	1	2322_g_Ht	2397_g_Pb	2020_g_Pc	143_g_Pf	2057_g_Pk	1977_g_Pv	1071_g_Py	*
7	7	1	2331_g_Ht	7226_g_Pb	4111_g_Pc	3079_g_Pf	4205_g_Pk	4128_g_Pv	3560_g_Py	*
7	7	1	233_g_Ht	3276_g_Pb	1858_g_Pc	1319_g_Pf	1900_g_Pk	1823_g_Pv	2426_g_Py	*
7	7	1	2341_g_Ht	822_g_Pb	1542_g_Pc	1630_g_Pf	1593_g_Pk	1521_g_Pv	3348_g_Py	*
7	7	1	2379_g_Ht	1558_g_Pb	169_g_Pc	4576_g_Pf	180_g_Pk	163_g_Pv	4347_g_Py	*
7	7	1	237_g_Ht	435_g_Pb	1922_g_Pc	49_g_Pf	1957_g_Pk	1884_g_Pv	982_g_Py	*
7	7	1	2381_g_Ht	3025_g_Pb	3471_g_Pc	5162_g_Pf	3550_g_Pk	3465_g_Pv	3010_g_Py	*
7	7	1	2391_g_Ht	3916_g_Pb	3087_g_Pc	4894_g_Pf	3154_g_Pk	3060_g_Pv	4217_g_Py	*
7	7	1	2393_g_Ht	3554_g_Pb	2427_g_Pc	2419_g_Pf	2495_g_Pk	2384_g_Pv	1473_g_Py	*
7	7	1	2398_g_Ht	7178_g_Pb	4522_g_Pc	2681_g_Pf	4635_g_Pk	4530_g_Pv	3930_g_Py	*
7	7	1	2409_g_Ht	1035_g_Pb	4533_g_Pc	2694_g_Pf	4646_g_Pk	4542_g_Pv	3920_g_Py	*
7	7	1	2414_g_Ht	3346_g_Pb	2142_g_Pc	777_g_Pf	2193_g_Pk	2099_g_Pv	1194_g_Py	*
7	7	1	2418_g_Ht	2826_g_Pb	3274_g_Pc	926_g_Pf	3338_g_Pk	3253_g_Pv	3212_g_Py	*
7	7	1	2426_g_Ht	6690_g_Pb	2882_g_Pc	5015_g_Pf	2957_g_Pk	2850_g_Pv	2754_g_Py	*
7	7	1	2428_g_Ht	2746_g_Pb	4417_g_Pc	2572_g_Pf	4522_g_Pk	4420_g_Pv	4035_g_Py	*
7	7	1	2429_g_Ht	1426_g_Pb	195_g_Pc	4549_g_Pf	212_g_Pk	189_g_Pv	4372_g_Py	*
7	7	1	2453_g_Ht	2629_g_Pb	1755_g_Pc	1420_g_Pf	1798_g_Pk	1726_g_Pv	2517_g_Py	*
7	7	1	2455_g_Ht	253_g_Pb	1957_g_Pc	82_g_Pf	1994_g_Pk	1917_g_Pv	1016_g_Py	*
7	7	1	2456_g_Ht	5996_g_Pb	627_g_Pc	3544_g_Pf	644_g_Pk	601_g_Pv	4328_g_Py	*
7	7	1	2460_g_Ht	3860_g_Pb	2608_g_Pc	1092_g_Pf	2680_g_Pk	2584_g_Pv	696_g_Py	*
7	7	1	2461_g_Ht	1377_g_Pb	3325_g_Pc	873_g_Pf	3394_g_Pk	3304_g_Pv	3263_g_Py	*
7	7	1	2470_g_Ht	756_g_Pb	2111_g_Pc	809_g_Pf	2158_g_Pk	2069_g_Pv	1163_g_Py	*
7	7	1	2471_g_Ht	2828_g_Pb	3127_g_Pc	4854_g_Pf	3201_g_Pk	3099_g_Pv	4179_g_Py	*
7	7	1	2474_g_Ht	3758_g_Pb	1929_g_Pc	56_g_Pf	1966_g_Pk	1892_g_Pv	990_g_Py	*
7	7	1	2483_g_Ht	2899_g_Pb	2731_g_Pc	4394_g_Pf	2796_g_Pk	2702_g_Pv	1972_g_Py	*
7	7	1	2488_g_Ht	790_g_Pb	3570_g_Pc	3224_g_Pf	3654_g_Pk	3718_g_Pv	3157_g_Py	*
7	7	1	248_g_Ht	152_g_Pb	3109_g_Pc	4871_g_Pf	3175_g_Pk	3082_g_Pv	4198_g_Py	*
7	7	1	2492_g_Ht	3246_g_Pb	825_g_Pc	450_g_Pf	858_g_Pk	808_g_Pv	209_g_Py	*
7	7	1	2493_g_Ht	6640_g_Pb	410_g_Pc	573_g_Pf	421_g_Pk	397_g_Pv	1707_g_Py	*
7	7	1	2499_g_Ht	3400_g_Pb	2576_g_Pc	1060_g_Pf	2645_g_Pk	2549_g_Pv	2329_g_Py	*
7	7	1	2500_g_Ht	2575_g_Pb	2286_g_Pc	2274_g_Pf	2353_g_Pk	2247_g_Pv	1338_g_Py	*
7	7	1	250_g_Ht	153_g_Pb	3106_g_Pc	4874_g_Pf	3172_g_Pk	3079_g_Pv	4200_g_Py	*
7	7	1	2516_g_Ht	3134_g_Pb	2563_g_Pc	1047_g_Pf	2633_g_Pk	2538_g_Pv	2342_g_Py	*
7	7	1	2523_g_Ht	3023_g_Pb	25_g_Pc	4714_g_Pf	32_g_Pk	22_g_Pv	907_g_Py	*
7	7	1	2540_g_Ht	715_g_Pb	2374_g_Pc	2362_g_Pf	2449_g_Pk	2333_g_Pv	1423_g_Py	*
7	7	1	2541_g_Ht	2044_g_Pb	2038_g_Pc	160_g_Pf	2076_g_Pk	1995_g_Pv	1088_g_Py	*
7	7	1	2542_g_Ht	1649_g_Pb	2628_g_Pc	745_g_Pf	2701_g_Pk	2605_g_Pv	714_g_Py	*
7	7	1	2545_g_Ht	1493_g_Pb	2355_g_Pc	2342_g_Pf	2420_g_Pk	2312_g_Pv	1403_g_Py	*
7	7	1	2546_g_Ht	5464_g_Pb	2354_g_Pc	2341_g_Pf	2419_g_Pk	2311_g_Pv	1402_g_Py	*
7	7	1	254_g_Ht	4273_g_Pb	1565_g_Pc	1606_g_Pf	1618_g_Pk	1544_g_Pv	2699_g_Py	*
7	7	1	2552_g_Ht	2794_g_Pb	3977_g_Pc	4221_g_Pf	4072_g_Pk	3980_g_Pv	2083_g_Py	*
7	7	1	2558_g_Ht	4326_g_Pb	1531_g_Pc	2132_g_Pf	1578_g_Pk	1509_g_Pv	3338_g_Py	*
7	7	1	2559_g_Ht	4327_g_Pb	1532_g_Pc	2133_g_Pf	1579_g_Pk	1510_g_Pv	3339_g_Py	*
7	7	1	2560_g_Ht	2945_g_Pb	3942_g_Pc	4182_g_Pf	4025_g_Pk	3938_g_Pv	2126_g_Py	*
7	7	1	2573_g_Ht	3184_g_Pb	2170_g_Pc	2153_g_Pf	2226_g_Pk	2127_g_Pv	1220_g_Py	*
7	7	1	2575_g_Ht	289_g_Pb	868_g_Pc	408_g_Pf	904_g_Pk	848_g_Pv	247_g_Py	*
7	7	1	257_g_Ht	2314_g_Pb	219_g_Pc	4529_g_Pf	232_g_Pk	208_g_Pv	4392_g_Py	*
7	7	1	2581_g_Ht	741_g_Pb	1807_g_Pc	1372_g_Pf	1849_g_Pk	1774_g_Pv	2471_g_Py	*
7	7	1	2590_g_Ht	1755_g_Pb	1184_g_Pc	1848_g_Pf	1229_g_Pk	1166_g_Pv	550_g_Py	*
7	7	1	259_g_Ht	3523_g_Pb	4505_g_Pc	2664_g_Pf	4617_g_Pk	4512_g_Pv	3945_g_Py	*
7	7	1	2600_g_Ht	660_g_Pb	3016_g_Pc	1196_g_Pf	3084_g_Pk	2969_g_Pv	3441_g_Py	*
7	7	1	2613_g_Ht	2988_g_Pb	4303_g_Pc	3830_g_Pf	4404_g_Pk	4310_g_Pv	2904_g_Py	*
7	7	1	2614_g_Ht	2980_g_Pb	3163_g_Pc	4821_g_Pf	3237_g_Pk	3137_g_Pv	4147_g_Py	*
7	7	1	2624_g_Ht	3117_g_Pb	1385_g_Pc	1657_g_Pf	1431_g_Pk	1360_g_Pv	4795_g_Py	*
7	7	1	2629_g_Ht	1083_g_Pb	974_g_Pc	300_g_Pf	1005_g_Pk	958_g_Pv	339_g_Py	*
7	7	1	2633_g_Ht	3361_g_Pb	21_g_Pc	4720_g_Pf	28_g_Pk	17_g_Pv	913_g_Py	*
7	7	1	2640_g_Ht	2533_g_Pb	3544_g_Pc	3196_g_Pf	3623_g_Pk	3551_g_Pv	1817_g_Py	*
7	7	1	2641_g_Ht	2534_g_Pb	3545_g_Pc	3197_g_Pf	3624_g_Pk	3552_g_Pv	1816_g_Py	*
7	7	1	2651_g_Ht	1003_g_Pb	3922_g_Pc	4163_g_Pf	4006_g_Pk	3918_g_Pv	2142_g_Py	*
7	7	1	2652_g_Ht	1004_g_Pb	3923_g_Pc	4164_g_Pf	4007_g_Pk	3919_g_Pv	2141_g_Py	*
7	7	1	265_g_Ht	3307_g_Pb	2769_g_Pc	4352_g_Pf	2840_g_Pk	2742_g_Pv	1933_g_Py	*
7	7	1	2661_g_Ht	4006_g_Pb	3130_g_Pc	4851_g_Pf	3203_g_Pk	3102_g_Pv	4176_g_Py	*
7	7	1	2669_g_Ht	6663_g_Pb	2150_g_Pc	769_g_Pf	2201_g_Pk	2107_g_Pv	1201_g_Py	*
7	7	1	2670_g_Ht	6612_g_Pb	504_g_Pc	3666_g_Pf	516_g_Pk	483_g_Pv	1620_g_Py	*
7	7	1	2681_g_Ht	1681_g_Pb	3332_g_Pc	866_g_Pf	3403_g_Pk	3311_g_Pv	4492_g_Py	*
7	7	1	2682_g_Ht	2062_g_Pb	2191_g_Pc	2174_g_Pf	2247_g_Pk	2147_g_Pv	1240_g_Py	*
7	7	1	268_g_Ht	2186_g_Pb	422_g_Pc	563_g_Pf	432_g_Pk	407_g_Pv	1698_g_Py	*
7	7	1	2697_g_Ht	963_g_Pb	4166_g_Pc	3126_g_Pf	4262_g_Pk	4180_g_Pv	3610_g_Py	*
7	7	1	2710_g_Ht	4048_g_Pb	3555_g_Pc	3208_g_Pf	3635_g_Pk	3563_g_Pv	3172_g_Py	*
7	7	1	2715_g_Ht	448_g_Pb	3268_g_Pc	931_g_Pf	3333_g_Pk	3248_g_Pv	3207_g_Py	*
7	7	1	2724_g_Ht	665_g_Pb	11_g_Pc	4730_g_Pf	14_g_Pk	7_g_Pv	922_g_Py	*
7	7	1	272_g_Ht	6722_g_Pb	2301_g_Pc	2288_g_Pf	2366_g_Pk	2260_g_Pv	1352_g_Py	*
7	7	1	2730_g_Ht	6770_g_Pb	2155_g_Pc	763_g_Pf	2207_g_Pk	2112_g_Pv	1206_g_Py	*
7	7	1	2731_g_Ht	6769_g_Pb	2156_g_Pc	762_g_Pf	2208_g_Pk	2113_g_Pv	1207_g_Py	*
7	7	1	2744_g_Ht	3031_g_Pb	4360_g_Pc	3769_g_Pf	4469_g_Pk	4371_g_Pv	2843_g_Py	*
7	7	1	2750_g_Ht	3491_g_Pb	4206_g_Pc	3923_g_Pf	4307_g_Pk	4218_g_Pv	639_g_Py	*
7	7	1	2757_g_Ht	712_g_Pb	514_g_Pc	3656_g_Pf	530_g_Pk	493_g_Pv	1611_g_Py	*
7	7	1	2759_g_Ht	1156_g_Pb	3062_g_Pc	4919_g_Pf	3127_g_Pk	3033_g_Pv	4243_g_Py	*
7	7	1	275_g_Ht	1246_g_Pb	4183_g_Pc	3140_g_Pf	4280_g_Pk	4195_g_Pv	616_g_Py	*
7	7	1	2766_g_Ht	3207_g_Pb	3263_g_Pc	936_g_Pf	3328_g_Pk	3243_g_Pv	3203_g_Py	*
7	7	1	2768_g_Ht	833_g_Pb	2100_g_Pc	1129_g_Pf	2147_g_Pk	2058_g_Pv	1152_g_Py	*
7	7	1	2769_g_Ht	1041_g_Pb	1615_g_Pc	1558_g_Pf	1676_g_Pk	1590_g_Pv	2652_g_Py	*
7	7	1	2770_g_Ht	4107_g_Pb	156_g_Pc	4588_g_Pf	168_g_Pk	150_g_Pv	4336_g_Py	*
7	7	1	2771_g_Ht	3358_g_Pb	4122_g_Pc	3086_g_Pf	4220_g_Pk	4138_g_Pv	3569_g_Py	*
7	7	1	277_g_Ht	567_g_Pb	1325_g_Pc	1716_g_Pf	1371_g_Pk	1305_g_Pv	4739_g_Py	*
7	7	1	278_g_Ht	2209_g_Pb	1324_g_Pc	1717_g_Pf	1370_g_Pk	1304_g_Pv	4738_g_Py	*
7	7	1	2791_g_Ht	6783_g_Pb	3208_g_Pc	4783_g_Pf	3281_g_Pk	3182_g_Pv	4113_g_Py	*
7	7	1	27_g_Ht	2783_g_Pb	2922_g_Pc	5057_g_Pf	3000_g_Pk	2891_g_Pv	2714_g_Py	*
7	7	1	2811_g_Ht	1575_g_Pb	3877_g_Pc	4117_g_Pf	3960_g_Pk	3870_g_Pv	2188_g_Py	*
7	7	1	2812_g_Ht	313_g_Pb	4436_g_Pc	2591_g_Pf	4540_g_Pk	4439_g_Pv	4016_g_Py	*
7	7	1	281_g_Ht	861_g_Pb	1320_g_Pc	1720_g_Pf	1367_g_Pk	1301_g_Pv	4735_g_Py	*
7	7	1	2824_g_Ht	3189_g_Pb	1800_g_Pc	1378_g_Pf	1841_g_Pk	1767_g_Pv	2477_g_Py	*
7	7	1	2826_g_Ht	1464_g_Pb	3633_g_Pc	3283_g_Pf	3716_g_Pk	3660_g_Pv	3101_g_Py	*
7	7	1	2829_g_Ht	7088_g_Pb	3890_g_Pc	4131_g_Pf	3973_g_Pk	3885_g_Pv	2174_g_Py	*
7	7	1	2833_g_Ht	3714_g_Pb	3310_g_Pc	888_g_Pf	3379_g_Pk	3290_g_Pv	3247_g_Py	*
7	7	1	2838_g_Ht	2417_g_Pb	1458_g_Pc	2061_g_Pf	1503_g_Pk	1435_g_Pv	4089_g_Py	*
7	7	1	2849_g_Ht	183_g_Pb	2408_g_Pc	2395_g_Pf	2438_g_Pk	2366_g_Pv	1457_g_Py	*
7	7	1	2857_g_Ht	1879_g_Pb	4555_g_Pc	2716_g_Pf	4670_g_Pk	4564_g_Pv	3899_g_Py	*
7	7	1	286_g_Ht	2687_g_Pb	741_g_Pc	3429_g_Pf	776_g_Pk	717_g_Pv	54_g_Py	*
7	7	1	2893_g_Ht	2762_g_Pb	911_g_Pc	362_g_Pf	950_g_Pk	893_g_Pv	288_g_Py	*
7	7	1	289_g_Ht	2335_g_Pb	4530_g_Pc	2691_g_Pf	4643_g_Pk	4539_g_Pv	3923_g_Py	*
7	7	1	28_g_Ht	2784_g_Pb	2923_g_Pc	5058_g_Pf	3001_g_Pk	2892_g_Pv	2713_g_Py	*
7	7	1	2904_g_Ht	4829_g_Pb	2386_g_Pc	2372_g_Pf	2458_g_Pk	2343_g_Pv	1433_g_Py	*
7	7	1	2909_g_Ht	1232_g_Pb	651_g_Pc	3523_g_Pf	669_g_Pk	625_g_Pv	144_g_Py	*
7	7	1	2911_g_Ht	4030_g_Pb	4449_g_Pc	2606_g_Pf	4555_g_Pk	4454_g_Pv	4001_g_Py	*
7	7	1	2914_g_Ht	3732_g_Pb	293_g_Pc	4469_g_Pf	301_g_Pk	282_g_Pv	4453_g_Py	*
7	7	1	2916_g_Ht	488_g_Pb	902_g_Pc	372_g_Pf	940_g_Pk	884_g_Pv	279_g_Py	*
7	7	1	2920_g_Ht	750_g_Pb	730_g_Pc	3439_g_Pf	760_g_Pk	709_g_Pv	63_g_Py	*
7	7	1	2924_g_Ht	4227_g_Pb	1115_g_Pc	1916_g_Pf	1153_g_Pk	1097_g_Pv	478_g_Py	*
7	7	1	2926_g_Ht	1643_g_Pb	830_g_Pc	446_g_Pf	862_g_Pk	812_g_Pv	213_g_Py	*
7	7	1	292_g_Ht	6792_g_Pb	3100_g_Pc	4881_g_Pf	3165_g_Pk	3072_g_Pv	4206_g_Py	*
7	7	1	2938_g_Ht	891_g_Pb	1370_g_Pc	1672_g_Pf	1417_g_Pk	1346_g_Pv	4780_g_Py	*
7	7	1	293_g_Ht	3728_g_Pb	3099_g_Pc	4882_g_Pf	3164_g_Pk	3071_g_Pv	4207_g_Py	*
7	7	1	2946_g_Ht	1652_g_Pb	3175_g_Pc	4814_g_Pf	3247_g_Pk	3153_g_Pv	4143_g_Py	*
7	7	1	2950_g_Ht	745_g_Pb	1811_g_Pc	1368_g_Pf	1854_g_Pk	1778_g_Pv	2467_g_Py	*
7	7	1	2954_g_Ht	743_g_Pb	1809_g_Pc	1370_g_Pf	1851_g_Pk	1776_g_Pv	2469_g_Py	*
7	7	1	295_g_Ht	2488_g_Pb	3097_g_Pc	4884_g_Pf	3162_g_Pk	3069_g_Pv	4209_g_Py	*
7	7	1	2967_g_Ht	4251_g_Pb	2443_g_Pc	2436_g_Pf	2511_g_Pk	2401_g_Pv	1487_g_Py	*
7	7	1	296_g_Ht	3313_g_Pb	337_g_Pc	643_g_Pf	343_g_Pk	327_g_Pv	1776_g_Py	*
7	7	1	2976_g_Ht	3514_g_Pb	1655_g_Pc	1521_g_Pf	1714_g_Pk	1628_g_Pv	2615_g_Py	*
7	7	1	297_g_Ht	2859_g_Pb	336_g_Pc	644_g_Pf	342_g_Pk	326_g_Pv	1777_g_Py	*
7	7	1	2982_g_Ht	7093_g_Pb	52_g_Pc	4689_g_Pf	59_g_Pk	48_g_Pv	884_g_Py	*
7	7	1	2983_g_Ht	6488_g_Pb	1909_g_Pc	36_g_Pf	1944_g_Pk	1872_g_Pv	970_g_Py	*
7	7	1	2994_g_Ht	3709_g_Pb	1598_g_Pc	1580_g_Pf	1646_g_Pk	1570_g_Pv	2670_g_Py	*
7	7	1	3005_g_Ht	2368_g_Pb	4438_g_Pc	2593_g_Pf	4542_g_Pk	4441_g_Pv	4014_g_Py	*
7	7	1	300_g_Ht	1903_g_Pb	4246_g_Pc	3883_g_Pf	4361_g_Pk	4256_g_Pv	2314_g_Py	*
7	7	1	3020_g_Ht	5016_g_Pb	4725_g_Pc	2878_g_Pf	4839_g_Pk	4727_g_Pv	3738_g_Py	*
7	7	1	3028_g_Ht	1674_g_Pb	649_g_Pc	3525_g_Pf	667_g_Pk	623_g_Pv	769_g_Py	*
7	7	1	303_g_Ht	1901_g_Pb	4243_g_Pc	3886_g_Pf	4352_g_Pk	4253_g_Pv	2317_g_Py	*
7	7	1	3046_g_Ht	3597_g_Pb	2480_g_Pc	2474_g_Pf	2553_g_Pk	2441_g_Pv	1523_g_Py	*
7	7	1	3049_g_Ht	2550_g_Pb	256_g_Pc	4491_g_Pf	274_g_Pk	245_g_Pv	4432_g_Py	*
7	7	1	304_g_Ht	1900_g_Pb	4242_g_Pc	3887_g_Pf	4351_g_Pk	4252_g_Pv	2318_g_Py	*
7	7	1	3056_g_Ht	965_g_Pb	328_g_Pc	652_g_Pf	333_g_Pk	318_g_Pv	1786_g_Py	*
7	7	1	3057_g_Ht	3998_g_Pb	3631_g_Pc	3281_g_Pf	3714_g_Pk	3662_g_Pv	3103_g_Py	*
7	7	1	3059_g_Ht	2902_g_Pb	4377_g_Pc	3754_g_Pf	4488_g_Pk	4386_g_Pv	2830_g_Py	*
7	7	1	3074_g_Ht	6880_g_Pb	1657_g_Pc	1519_g_Pf	1716_g_Pk	1630_g_Pv	2613_g_Py	*
7	7	1	3089_g_Ht	680_g_Pb	4080_g_Pc	3050_g_Pf	4170_g_Pk	4097_g_Pv	3527_g_Py	*
7	7	1	3097_g_Ht	4018_g_Pb	1092_g_Pc	1941_g_Pf	1125_g_Pk	1072_g_Pv	453_g_Py	*
7	7	1	3098_g_Ht	475_g_Pb	1266_g_Pc	1775_g_Pf	1312_g_Pk	1245_g_Pv	4681_g_Py	*
7	7	1	3101_g_Ht	3681_g_Pb	2279_g_Pc	2267_g_Pf	2345_g_Pk	2240_g_Pv	1332_g_Py	*
7	7	1	3108_g_Ht	4055_g_Pb	4163_g_Pc	3123_g_Pf	4259_g_Pk	4177_g_Pv	3607_g_Py	*
7	7	1	3111_g_Ht	3396_g_Pb	903_g_Pc	370_g_Pf	941_g_Pk	885_g_Pv	280_g_Py	*
7	7	1	3114_g_Ht	1465_g_Pb	1978_g_Pc	103_g_Pf	2015_g_Pk	1937_g_Pv	1035_g_Py	*
7	7	1	311_g_Ht	3061_g_Pb	415_g_Pc	569_g_Pf	425_g_Pk	401_g_Pv	1704_g_Py	*
7	7	1	3122_g_Ht	3464_g_Pb	4734_g_Pc	2886_g_Pf	4847_g_Pk	4736_g_Pv	3730_g_Py	*
7	7	1	3127_g_Ht	6664_g_Pb	2149_g_Pc	770_g_Pf	2200_g_Pk	2106_g_Pv	1200_g_Py	*
7	7	1	3133_g_Ht	1497_g_Pb	1746_g_Pc	1429_g_Pf	1789_g_Pk	1717_g_Pv	2526_g_Py	*
7	7	1	3145_g_Ht	354_g_Pb	2445_g_Pc	2438_g_Pf	2513_g_Pk	2403_g_Pv	1489_g_Py	*
7	7	1	3149_g_Ht	2347_g_Pb	1368_g_Pc	1674_g_Pf	1415_g_Pk	1344_g_Pv	4778_g_Py	*
7	7	1	3164_g_Ht	3466_g_Pb	3659_g_Pc	3307_g_Pf	3743_g_Pk	3635_g_Pv	3076_g_Py	*
7	7	1	3171_g_Ht	5259_g_Pb	2288_g_Pc	2276_g_Pf	2355_g_Pk	2249_g_Pv	1340_g_Py	*
7	7	1	3181_g_Ht	5111_g_Pb	68_g_Pc	4674_g_Pf	76_g_Pk	63_g_Pv	868_g_Py	*
7	7	1	3182_g_Ht	1312_g_Pb	69_g_Pc	4673_g_Pf	77_g_Pk	64_g_Pv	867_g_Py	*
7	7	1	3185_g_Ht	4026_g_Pb	4426_g_Pc	2581_g_Pf	4530_g_Pk	4429_g_Pv	4025_g_Py	*
7	7	1	3194_g_Ht	3772_g_Pb	2432_g_Pc	2425_g_Pf	2500_g_Pk	2389_g_Pv	1477_g_Py	*
7	7	1	3196_g_Ht	1382_g_Pb	2482_g_Pc	2476_g_Pf	2555_g_Pk	2443_g_Pv	1525_g_Py	*
7	7	1	3197_g_Ht	1550_g_Pb	2955_g_Pc	1143_g_Pf	3032_g_Pk	2920_g_Pv	3387_g_Py	*
7	7	1	320_g_Ht	2231_g_Pb	88_g_Pc	4654_g_Pf	98_g_Pk	84_g_Pv	846_g_Py	*
7	7	1	3211_g_Ht	1393_g_Pb	2327_g_Pc	2314_g_Pf	2393_g_Pk	2286_g_Pv	1377_g_Py	*
7	7	1	3236_g_Ht	1950_g_Pb	4129_g_Pc	3093_g_Pf	4227_g_Pk	4145_g_Pv	3576_g_Py	*
7	7	1	3244_g_Ht	3195_g_Pb	686_g_Pc	3486_g_Pf	709_g_Pk	663_g_Pv	108_g_Py	*
7	7	1	3263_g_Ht	2731_g_Pb	2648_g_Pc	724_g_Pf	2724_g_Pk	2626_g_Pv	735_g_Py	*
7	7	1	3265_g_Ht	496_g_Pb	633_g_Pc	3538_g_Pf	649_g_Pk	608_g_Pv	784_g_Py	*
7	7	1	3278_g_Ht	3233_g_Pb	436_g_Pc	550_g_Pf	448_g_Pk	421_g_Pv	1686_g_Py	*
7	7	1	327_g_Ht	3944_g_Pb	1202_g_Pc	1832_g_Pf	1248_g_Pk	1185_g_Pv	569_g_Py	*
7	7	1	3280_g_Ht	1636_g_Pb	2667_g_Pc	704_g_Pf	2743_g_Pk	2644_g_Pv	754_g_Py	*
7	7	1	3285_g_Ht	2242_g_Pb	844_g_Pc	432_g_Pf	879_g_Pk	826_g_Pv	224_g_Py	*
7	7	1	3292_g_Ht	2164_g_Pb	2646_g_Pc	726_g_Pf	2722_g_Pk	2624_g_Pv	733_g_Py	*
7	7	1	3298_g_Ht	2011_g_Pb	2772_g_Pc	4348_g_Pf	2844_g_Pk	2746_g_Pv	1929_g_Py	*
7	7	1	3304_g_Ht	4427_g_Pb	371_g_Pc	610_g_Pf	379_g_Pk	361_g_Pv	1742_g_Py	*
7	7	1	3309_g_Ht	1308_g_Pb	1590_g_Pc	1587_g_Pf	1639_g_Pk	1563_g_Pv	2677_g_Py	*
7	7	1	3319_g_Ht	4151_g_Pb	1438_g_Pc	2040_g_Pf	1484_g_Pk	1415_g_Pv	4070_g_Py	*
7	7	1	3326_g_Ht	2422_g_Pb	3436_g_Pc	5126_g_Pf	3513_g_Pk	3432_g_Pv	4582_g_Py	*
7	7	1	3342_g_Ht	2010_g_Pb	2773_g_Pc	4347_g_Pf	2845_g_Pk	2747_g_Pv	1928_g_Py	*
7	7	1	338_g_Ht	2669_g_Pb	1572_g_Pc	1599_g_Pf	1626_g_Pk	1551_g_Pv	2692_g_Py	*
7	7	1	341_g_Ht	2672_g_Pb	1569_g_Pc	1602_g_Pf	1623_g_Pk	1548_g_Pv	2695_g_Py	*
7	7	1	356_g_Ht	2514_g_Pb	3844_g_Pc	4083_g_Pf	3925_g_Pk	3835_g_Pv	2224_g_Py	*
7	7	1	359_g_Ht	6579_g_Pb	3841_g_Pc	4080_g_Pf	3922_g_Pk	3832_g_Pv	2227_g_Py	*
7	7	1	370_g_Ht	2996_g_Pb	576_g_Pc	3595_g_Pf	592_g_Pk	553_g_Pv	4279_g_Py	*
7	7	1	371_g_Ht	918_g_Pb	4451_g_Pc	2608_g_Pf	4557_g_Pk	4456_g_Pv	3999_g_Py	*
7	7	1	373_g_Ht	2939_g_Pb	3865_g_Pc	4105_g_Pf	3948_g_Pk	3858_g_Pv	2200_g_Py	*
7	7	1	375_g_Ht	2937_g_Pb	3867_g_Pc	4107_g_Pf	3950_g_Pk	3860_g_Pv	2198_g_Py	*
7	7	1	378_g_Ht	1590_g_Pb	4370_g_Pc	3759_g_Pf	4479_g_Pk	4381_g_Pv	2835_g_Py	*
7	7	1	382_g_Ht	870_g_Pb	2833_g_Pc	1264_g_Pf	2908_g_Pk	2805_g_Pv	1872_g_Py	*
7	7	1	383_g_Ht	871_g_Pb	2832_g_Pc	1263_g_Pf	2907_g_Pk	2804_g_Pv	1873_g_Py	*
7	7	1	398_g_Ht	3113_g_Pb	1913_g_Pc	40_g_Pf	1948_g_Pk	1876_g_Pv	974_g_Py	*
7	7	1	3_g_Ht	3698_g_Pb	1735_g_Pc	1441_g_Pf	1777_g_Pk	1706_g_Pv	2538_g_Py	*
7	7	1	403_g_Ht	422_g_Pb	1745_g_Pc	1430_g_Pf	1788_g_Pk	1716_g_Pv	2527_g_Py	*
7	7	1	405_g_Ht	1183_g_Pb	14_g_Pc	4726_g_Pf	17_g_Pk	10_g_Pv	919_g_Py	*
7	7	1	407_g_Ht	1371_g_Pb	3154_g_Pc	4829_g_Pf	3228_g_Pk	3128_g_Pv	4155_g_Py	*
7	7	1	418_g_Ht	6588_g_Pb	2198_g_Pc	2181_g_Pf	2255_g_Pk	2154_g_Pv	1247_g_Py	*
7	7	1	425_g_Ht	3690_g_Pb	1374_g_Pc	1668_g_Pf	1420_g_Pk	1349_g_Pv	4784_g_Py	*
7	7	1	426_g_Ht	894_g_Pb	1373_g_Pc	1669_g_Pf	1419_g_Pk	1348_g_Pv	4783_g_Py	*
7	7	1	427_g_Ht	892_g_Pb	1371_g_Pc	1671_g_Pf	1418_g_Pk	1347_g_Pv	4781_g_Py	*
7	7	1	430_g_Ht	6841_g_Pb	4456_g_Pc	2613_g_Pf	4562_g_Pk	4461_g_Pv	3994_g_Py	*
7	7	1	43_g_Ht	2473_g_Pb	380_g_Pc	601_g_Pf	388_g_Pk	370_g_Pv	1735_g_Py	*
7	7	1	447_g_Ht	137_g_Pb	3811_g_Pc	4049_g_Pf	3892_g_Pk	3805_g_Pv	2257_g_Py	*
7	7	1	449_g_Ht	138_g_Pb	3810_g_Pc	4048_g_Pf	3891_g_Pk	3804_g_Pv	2258_g_Py	*
7	7	1	454_g_Ht	2424_g_Pb	3579_g_Pc	3232_g_Pf	3662_g_Pk	3709_g_Pv	3148_g_Py	*
7	7	1	457_g_Ht	*	401_g_Pc	581_g_Pf	412_g_Pk	390_g_Pv	1714_g_Py	10091_g_Tg
7	7	1	469_g_Ht	6296_g_Pb	2476_g_Pc	2468_g_Pf	2547_g_Pk	2435_g_Pv	1517_g_Py	*
7	7	1	474_g_Ht	2444_g_Pb	2438_g_Pc	2431_g_Pf	2507_g_Pk	2396_g_Pv	1482_g_Py	*
